-4.966732946245229763e-01,-1.033569350530673531e-01
-3.378936069748770255e-01,-2.167133416810254620e-01
-1.852794301624784146e-01,-8.544178736682521424e-02
1.088755388720909906e-03,-3.365219889153095445e-02
2.308276526266410944e-01,-5.173417251996631494e-02
4.175390820132658387e-01,-7.936840515652605899e-02
6.971384493054175735e-01,-1.132569977980766168e-01
8.888908263253817443e-01,-9.738395347881778630e-02
1.278244068322671012e+00,-5.061894199306372910e-02
1.431705783412007271e+00,-1.269510818329138147e-01
1.618065183979290778e+00,-6.183866551623451446e-02
1.915930752725822916e+00,-1.747607351009236032e-01
2.180800173878046699e+00,-1.672059203979215369e-01
2.254637839467596105e+00,-2.221365469050528840e-01
2.390032905493062021e+00,-2.264593950175451953e-01
2.351789828404671656e+00,-2.082121877265737109e-01
2.668062551246214387e+00,-2.263763426214015495e-01
2.530557349041103965e+00,-1.965481800988743144e-01
2.623413279026764577e+00,-1.280896102849675700e-01
2.580420151140314200e+00,-1.645173972909782789e-01
2.453604484912880412e+00,-2.147473629852725829e-01
2.609963994575478008e+00,-1.915998245927940102e-01
2.266346198564130887e+00,-2.361077143781705467e-01
1.384886035473221755e+00,-3.703787647825527718e-01
1.260386899022007512e+00,-8.608099122526624569e-01
7.962176520501889065e-01,-9.045939303204372228e-01
1.289925289662626984e+00,-1.758091863696022994e+00
1.944509322112888627e+00,-2.658138401021052921e+00
1.730509842040456325e+00,-1.982827941988098530e+00
1.722299260171933799e+00,-1.773571905566906359e+00
2.017052361671507033e+00,-1.128142725283793890e+00
2.245499995105076696e+00,-1.172647082753730530e+00
2.631836156869023391e+00,-1.504375825536701017e+00
3.114793094387690253e+00,-1.157327489235283391e+00
3.853881811681605374e+00,-1.021299536756039572e+00
7.178347802812890421e+00,-3.113456091996836261e-01
5.362401938130021861e+00,1.499125113746316629e+00
4.156920495867542087e+00,2.071431383532772230e+00
3.643029984454192682e+00,2.666578497961732186e+00
3.151360884808563689e+00,2.915723917531285014e+00
2.723522868690506638e+00,3.186260641730707555e+00
2.096527848113530546e+00,3.333157652090085854e+00
1.668885623749045699e+00,3.521030595913905881e+00
1.213905346439374089e+00,3.858033606346718880e+00
7.722527150952287478e-01,4.837164754697347746e+00
-3.780079728967053465e-01,2.521281942095359163e+00
-9.966951008752608088e-01,1.844564784907802846e+00
-1.306673593598870697e+00,1.103331156855476891e+00
-1.308329729177344358e+00,5.507670308980011642e-01
-1.248838287320800378e+00,3.117640084581749793e-01
-1.276292640987007010e+00,4.719787536040773168e-02
-1.249281363961407765e+00,1.593592034272318936e-03
-1.219087878153391813e+00,2.136471074688993388e-02
-1.240458089512906925e+00,9.561476705616744898e-03
-1.240505205366694508e+00,4.494110488962264893e-02
-1.234603421423132286e+00,-2.463741926491224907e-02
-1.175607658305083847e+00,-2.849552150568432016e-02
-1.200419665997988883e+00,-4.903380144773267918e-02
-1.153874259571573191e+00,-4.925727088282434718e-03
-1.169748912251484363e+00,-2.425360618448765132e-02
-1.104367894041965004e+00,-6.248889033095239576e-02
-1.118954147724303017e+00,-1.045652975722895228e-01
-1.082917310423632040e+00,-9.710171480278986800e-03
-1.061511897172015217e+00,-7.474589230443301480e-02
-9.557583393735842314e-01,1.056298059584810656e-02
-9.881087107395305491e-01,7.804318126792925137e-02
-8.854500651636874053e-01,-6.682780220790088266e-02
-9.028953725228030525e-01,-1.563160332634210836e-01
-8.280580953712136649e-01,-1.106026759399419829e-01
-7.682809707379448794e-01,-5.797683887185343943e-02
-9.052492918056956883e-01,2.960340803149226208e-01
-9.223919536414690867e-01,2.507501465348799252e-01
-1.086619048693056699e+00,1.583355896939018792e-01
-1.187089999114976813e+00,4.261926312276925755e-02
-1.124118050107443700e+00,-1.336074807788628638e-02
-1.055126728287335780e+00,-8.974656779999684586e-02
-1.031344960632991414e+00,-1.309023091896046043e-01
-8.844983140139814903e-01,-1.116369213081859213e-01
-7.094632632800078609e-01,3.326908569157588369e-02
-5.993557801229809634e-01,3.681231696139208864e-02
-3.781265999904800390e-01,1.555774522538617699e-01
-9.635511361651956375e-02,2.726465692219127712e-01
1.269465060878254559e-01,5.198825221458346357e-01
1.945948170709058400e-01,7.471345434461086343e-01
1.878973658602248187e-01,1.011858833786147382e+00
1.885820556982920615e-01,1.295611249986477809e+00
-3.291454374648741799e-02,1.525606388559566540e+00
-2.270294134657911134e-01,1.753391886429016999e+00
-4.253653524563361099e-01,2.328046372008096832e+00
-9.634978513367784547e-01,1.854920102420331673e+00
-1.426256632744193897e+00,8.361531817264756805e-01
-1.430940030790209150e+00,4.615923781644389878e-01
-1.405899491485540942e+00,3.886068801831193409e-01
-1.340185374406428487e+00,2.995019422300739809e-01
-1.321199508103667819e+00,1.966308863181297495e-01
-1.293285676346714874e+00,6.047051590935579451e-02
-1.242920272960645001e+00,1.372248892351294325e-01
-1.263977603777586722e+00,7.943886042731398978e-02
-1.247005175676428879e+00,1.604733383570082217e-01
-1.241267893271863043e+00,3.324596179588644451e-02
-1.202386264767906221e+00,1.149280268249555648e-02
-1.230127083429448653e+00,8.724887755860451233e-03
-1.136203576662748294e+00,-3.677832593189347965e-02
-1.169699130559005429e+00,2.572876410157360488e-02
-1.081584672217621890e+00,-1.029110866309828204e-01
-1.107176868160806960e+00,-7.658549987111518131e-02
-1.046795918013746052e+00,-6.424835562162480029e-03
-1.051760099369041246e+00,3.179572260572915976e-03
-1.009213226020303944e+00,1.260324784142104540e-02
-1.001811384160624652e+00,1.254405511407679155e-02
-9.121024564370241450e-01,2.760980170602170269e-02
-8.399363303623949006e-01,-1.696093414571035740e-02
-9.577226959000552098e-01,3.411648921765365050e-01
-9.534105411058073631e-01,2.685593842328100056e-01
-1.066800286653571073e+00,1.572209568464222051e-01
-1.098992587584406433e+00,3.252688261298308792e-02
-1.074011755287417769e+00,-3.101920278948555598e-02
-1.080329611203616036e+00,-9.381668767717360469e-02
-9.556437518878725390e-01,-1.212141999054575647e-01
-7.985769151856916270e-01,-1.392552390755156244e-01
-6.985809498058973555e-01,-4.427574789275290357e-02
-4.344242501313125282e-01,-3.287802178870047332e-02
-2.284577049173271424e-01,8.850537457918361550e-03
-1.032186241636927487e-01,1.531023740851101267e-01
2.103153699090476447e-01,3.872767120336128022e-01
4.186772630656007688e-01,5.715371541236579089e-01
5.096764679057569358e-01,7.580202133994221603e-01
5.223558488955877266e-01,1.036969083771139832e+00
5.311122453004826216e-01,1.256253807155498059e+00
4.091203080970040595e-01,1.436633392209788695e+00
2.692444638750846053e-01,1.637925178336401721e+00
8.612670753332823947e-02,2.031084603814738543e+00
-8.815673213872088354e-02,2.515492463298816261e+00
-4.754274078846682516e-01,1.970225031690120865e+00
-7.573467152998935026e-01,1.042762695686697327e+00
-5.512116931168744571e-01,7.583121641968448845e-01
-2.869292779411162786e-01,6.053505405675619899e-01
1.700240537342229824e-02,4.167101321777424983e-01
4.248649074730380115e-01,2.542323409176902027e-01
3.903486872110946138e-01,5.990408842565786429e-02
2.751167916899486254e-01,1.045899419703978928e-01
5.131430393290657976e-01,3.096368794999916352e-01
4.309914391311601700e-01,2.411077671879888196e-01
5.359669549765633256e-01,4.666824030922880895e-01
7.317862088365585382e-01,7.164159226637688560e-01
7.472679527345499340e-01,8.829041247370353895e-01
7.745295539632555126e-01,1.140232218034899825e+00
7.698886434469078832e-01,1.296639254923290130e+00
7.955122884973898634e-01,1.512915263627485185e+00
8.600670264174222757e-01,1.794619267372446814e+00
